"ErrorDescription";"Product2Id";"OrderId";"PricebookEntryId";"Quantity";"UnitPrice";"lineItemKey__c"
"No record found in object 'Orders' for lookup by column 'Items' = '25469312702514'.";"01t4T000000ypaOQAQ";"";"";"1";"19.99";"25469312702514"
"No record found in object 'Orders' for lookup by column 'Items' = '06824582507570'.";"01t4T000000ypa0QAA";"";"";"1";"17.95";"06824582507570"
"No record found in object 'Orders' for lookup by column 'Items' = '37621094062738'.";"01t4T000000ypaOQAQ";"";"";"1";"19.99";"37621094062738"
"No record found in object 'Orders' for lookup by column 'Items' = '49554067370434'.";"01t4T000000ypZFQAY";"";"";"1";"47.99";"49554067370434"
"No record found in object 'Orders' for lookup by column 'Items' = '04766934554538'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"04766934554538"
"No record found in object 'Orders' for lookup by column 'Items' = '50484463093250'.";"01t4T000000ypaDQAQ";"";"";"1";"54.99";"50484463093250"
"No record found in object 'Orders' for lookup by column 'Items' = '17470512114258'.";"01t4T000000ypYVQAY";"";"";"1";"17.99";"17470512114258"
"No record found in object 'Orders' for lookup by column 'Items' = '42909767021210'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"42909767021210"
"No record found in object 'Orders' for lookup by column 'Items' = '65269681576642'.";"01t4T000000ypaDQAQ";"";"";"1";"46.99";"65269681576642"
"No record found in object 'Orders' for lookup by column 'Items' = '03653225213074'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"03653225213074"
"No record found in object 'Orders' for lookup by column 'Items' = '04585799927986'.";"01t4T000000ypaOQAQ";"";"";"1";"24.99";"04585799927986"
"No record found in object 'Orders' for lookup by column 'Items' = '69275823635418'.";"01t4T000000ypatQAA";"";"";"1";"12.99";"69275823635418"
"No record found in object 'Orders' for lookup by column 'Items' = '32485113995602'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"32485113995602"
"No record found in object 'Orders' for lookup by column 'Items' = '66525813658778'.";"01t4T000000ypatQAA";"";"";"1";"12.99";"66525813658778"
"No record found in object 'Orders' for lookup by column 'Items' = '04058647745634'.";"01t4T000000ypYnQAI";"";"";"1";"12.99";"04058647745634"
"No record found in object 'Orders' for lookup by column 'Items' = '33213245221434'.";"01t4T000000ypYrQAI";"";"";"1";"19.99";"33213245221434"
"No record found in object 'Orders' for lookup by column 'Items' = '50517311209482'.";"01t4T000000ypYcQAI";"";"";"1";"29.99";"50517311209482"
"No record found in object 'Orders' for lookup by column 'Items' = '21651716873666'.";"01t4T000000ypZhQAI";"";"";"1";"29.95";"21651716873666"
"No record found in object 'Orders' for lookup by column 'Items' = '61195212375986'.";"01t4T000000ypbPQAQ";"";"";"1";"12.99";"61195212375986"
"No record found in object 'Orders' for lookup by column 'Items' = '35074602429130'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"35074602429130"
"No record found in object 'Orders' for lookup by column 'Items' = '27201036825930'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"27201036825930"
"No record found in object 'Orders' for lookup by column 'Items' = '22554688548818'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"22554688548818"
"No record found in object 'Orders' for lookup by column 'Items' = '47578814975586'.";"01t4T000000ypYrQAI";"";"";"1";"19.99";"47578814975586"
"No record found in object 'Orders' for lookup by column 'Items' = '62752384550514'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"62752384550514"
"No record found in object 'Orders' for lookup by column 'Items' = '20377198889946'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"20377198889946"
"No record found in object 'Orders' for lookup by column 'Items' = '23151423378242'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"23151423378242"
"No record found in object 'Orders' for lookup by column 'Items' = '23804312206666'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"23804312206666"
"No record found in object 'Orders' for lookup by column 'Items' = '18596224612554'.";"01t4T000000ypbGQAQ";"";"";"2";"12.99";"18596224612554"
"No record found in object 'Orders' for lookup by column 'Items' = '47879231085770'.";"01t4T000000ypYWQAY";"";"";"1";"12.99";"47879231085770"
"No record found in object 'Orders' for lookup by column 'Items' = '67065980477322'.";"01t4T000000ypbPQAQ";"";"";"1";"12.99";"67065980477322"
"No record found in object 'Orders' for lookup by column 'Items' = '12336651695362'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"12336651695362"
"No record found in object 'Orders' for lookup by column 'Items' = '61640211843018'.";"01t4T000000ypZDQAY";"";"";"1";"9.99";"61640211843018"
"No record found in object 'Orders' for lookup by column 'Items' = '22559305583754'.";"01t4T000000ypaAQAQ";"";"";"1";"14.99";"22559305583754"
"No record found in object 'Orders' for lookup by column 'Items' = '34637185015890'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"34637185015890"
"No record found in object 'Orders' for lookup by column 'Items' = '50491250574514'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"50491250574514"
"No record found in object 'Orders' for lookup by column 'Items' = '41473321481906'.";"01t4T000000ypZFQAY";"";"";"1";"48.99";"41473321481906"
"No record found in object 'Orders' for lookup by column 'Items' = '58960016455394'.";"01t4T000000ypayQAA";"";"";"1";"12.99";"58960016455394"
"No record found in object 'Orders' for lookup by column 'Items' = '06329527068882'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"06329527068882"
"No record found in object 'Orders' for lookup by column 'Items' = '41977096521154'.";"01t4T000000ypYnQAI";"";"";"1";"12.99";"41977096521154"
"No record found in object 'Orders' for lookup by column 'Items' = '66783079474506'.";"01t4T000000ypZFQAY";"";"";"1";"47.99";"66783079474506"
"No record found in object 'Orders' for lookup by column 'Items' = '24781775530850'.";"01t4T000000ypb6QAA";"";"";"1";"12.99";"24781775530850"
"No record found in object 'Orders' for lookup by column 'Items' = '61378283120074'.";"01t4T000000ypYoQAI";"";"";"1";"12.99";"61378283120074"
"No record found in object 'Orders' for lookup by column 'Items' = '65393942067978'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"65393942067978"
"No record found in object 'Orders' for lookup by column 'Items' = '28894971642474'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"28894971642474"
"No record found in object 'Orders' for lookup by column 'Items' = '11119500068466'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"11119500068466"
"No record found in object 'Orders' for lookup by column 'Items' = '53264961656002'.";"01t4T000000ypYWQAY";"";"";"1";"12.99";"53264961656002"
"No record found in object 'Orders' for lookup by column 'Items' = '29263707897250'.";"01t4T000000ypZDQAY";"";"";"2";"12.99";"29263707897250"
"No record found in object 'Orders' for lookup by column 'Items' = '62799021589394'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"62799021589394"
"No record found in object 'Orders' for lookup by column 'Items' = '14734137380602'.";"01t4T000000ypYoQAI";"";"";"1";"12.99";"14734137380602"
"No record found in object 'Orders' for lookup by column 'Items' = '26986615827602'.";"01t4T000000ypYrQAI";"";"";"1";"19.99";"26986615827602"
"No record found in object 'Orders' for lookup by column 'Items' = '36236806541994'.";"01t4T000000ypYoQAI";"";"";"1";"12.99";"36236806541994"
"No record found in object 'Orders' for lookup by column 'Items' = '61855240810634'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"61855240810634"
"No record found in object 'Orders' for lookup by column 'Items' = '09807760164250'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"09807760164250"
"No record found in object 'Orders' for lookup by column 'Items' = '36061750039722'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"36061750039722"
"No record found in object 'Orders' for lookup by column 'Items' = '30016071064282'.";"01t4T000000ypZDQAY";"";"";"2";"12.99";"30016071064282"
"No record found in object 'Orders' for lookup by column 'Items' = '37982084643762'.";"01t4T000000ypamQAA";"";"";"1";"12.99";"37982084643762"
"No record found in object 'Orders' for lookup by column 'Items' = '52989345438098'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"52989345438098"
"No record found in object 'Orders' for lookup by column 'Items' = '35539504945482'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"35539504945482"
"No record found in object 'Orders' for lookup by column 'Items' = '05871649748378'.";"01t4T000000ypYnQAI";"";"";"1";"12.99";"05871649748378"
"No record found in object 'Orders' for lookup by column 'Items' = '22774746192186'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"22774746192186"
"No record found in object 'Orders' for lookup by column 'Items' = '24402982194602'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"24402982194602"
"No record found in object 'Orders' for lookup by column 'Items' = '12758127833522'.";"01t4T000000ypb2QAA";"";"";"1";"12.99";"12758127833522"
"No record found in object 'Orders' for lookup by column 'Items' = '14687055999922'.";"01t4T000000ypZDQAY";"";"";"3";"12.99";"14687055999922"
"No record found in object 'Orders' for lookup by column 'Items' = '46264115622802'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"46264115622802"
"No record found in object 'Orders' for lookup by column 'Items' = '00073292239610'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"00073292239610"
"No record found in object 'Orders' for lookup by column 'Items' = '65918664645522'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"65918664645522"
"No record found in object 'Orders' for lookup by column 'Items' = '09229597925298'.";"01t4T000000ypYnQAI";"";"";"1";"12.99";"09229597925298"
"No record found in object 'Orders' for lookup by column 'Items' = '48117131058474'.";"01t4T000000ypacQAA";"";"";"1";"12.99";"48117131058474"
"No record found in object 'Orders' for lookup by column 'Items' = '14450935499522'.";"01t4T000000ypacQAA";"";"";"1";"12.99";"14450935499522"
"No record found in object 'Orders' for lookup by column 'Items' = '53805612120130'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"53805612120130"
"No record found in object 'Orders' for lookup by column 'Items' = '17647131522762'.";"01t4T000000ypacQAA";"";"";"2";"12.99";"17647131522762"
"No record found in object 'Orders' for lookup by column 'Items' = '01088816154738'.";"01t4T000000ypaBQAQ";"";"";"1";"69.99";"01088816154738"
"No record found in object 'Orders' for lookup by column 'Items' = '42609525486746'.";"01t4T000000ypaAQAQ";"";"";"1";"14.99";"42609525486746"
"No record found in object 'Orders' for lookup by column 'Items' = '64724393988010'.";"01t4T000000ypaBQAQ";"";"";"2";"69.99";"64724393988010"
"No record found in object 'Orders' for lookup by column 'Items' = '42332947721738'.";"01t4T000000ypaBQAQ";"";"";"1";"69.99";"42332947721738"
"No record found in object 'Orders' for lookup by column 'Items' = '55954267629754'.";"01t4T000000ypbKQAQ";"";"";"1";"12.99";"55954267629754"
"No record found in object 'Orders' for lookup by column 'Items' = '60115679548306'.";"01t4T000000ypakQAA";"";"";"1";"12.99";"60115679548306"
"No record found in object 'Orders' for lookup by column 'Items' = '26326264073722'.";"01t4T000000ypbKQAQ";"";"";"1";"12.99";"26326264073722"
"No record found in object 'Orders' for lookup by column 'Items' = '04414409582106'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"04414409582106"
"No record found in object 'Orders' for lookup by column 'Items' = '47682796265818'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"47682796265818"
"No record found in object 'Orders' for lookup by column 'Items' = '32711887201242'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"32711887201242"
"No record found in object 'Orders' for lookup by column 'Items' = '52792674488122'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"52792674488122"
"No record found in object 'Orders' for lookup by column 'Items' = '14614922959306'.";"01t4T000000ypYoQAI";"";"";"1";"12.99";"14614922959306"
"No record found in object 'Orders' for lookup by column 'Items' = '36162073854898'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"36162073854898"
"No record found in object 'Orders' for lookup by column 'Items' = '68550010248122'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"68550010248122"
"No record found in object 'Orders' for lookup by column 'Items' = '30253813060074'.";"01t4T000000ypacQAA";"";"";"1";"12.99";"30253813060074"
"No record found in object 'Orders' for lookup by column 'Items' = '32477585067170'.";"01t4T000000ypaAQAQ";"";"";"1";"14.99";"32477585067170"
"No record found in object 'Orders' for lookup by column 'Items' = '24838124064890'.";"01t4T000000ypZDQAY";"";"";"3";"12.99";"24838124064890"
"No record found in object 'Orders' for lookup by column 'Items' = '40907521277978'.";"01t4T000000ypYoQAI";"";"";"1";"12.99";"40907521277978"
"No record found in object 'Orders' for lookup by column 'Items' = '63845681829010'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"63845681829010"
"No record found in object 'Orders' for lookup by column 'Items' = '25997833998986'.";"01t4T000000ypYnQAI";"";"";"1";"12.99";"25997833998986"
"No record found in object 'Orders' for lookup by column 'Items' = '06143900186586'.";"01t4T000000ypbKQAQ";"";"";"3";"12.99";"06143900186586"
"No record found in object 'Orders' for lookup by column 'Items' = '00920481260290'.";"01t4T000000ypb6QAA";"";"";"1";"12.99";"00920481260290"
"No record found in object 'Orders' for lookup by column 'Items' = '23510303863922'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"23510303863922"
"No record found in object 'Orders' for lookup by column 'Items' = '15321076551394'.";"01t4T000000ypYnQAI";"";"";"1";"12.99";"15321076551394"
"No record found in object 'Orders' for lookup by column 'Items' = '35593242449514'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"35593242449514"
"No record found in object 'Orders' for lookup by column 'Items' = '18371642664114'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"18371642664114"
"No record found in object 'Orders' for lookup by column 'Items' = '08472017246442'.";"01t4T000000ypbPQAQ";"";"";"1";"12.99";"08472017246442"
"No record found in object 'Orders' for lookup by column 'Items' = '59867015779554'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"59867015779554"
"No record found in object 'Orders' for lookup by column 'Items' = '02953177856666'.";"01t4T000000ypbPQAQ";"";"";"1";"12.99";"02953177856666"
"No record found in object 'Orders' for lookup by column 'Items' = '24226683221890'.";"01t4T000000ypafQAA";"";"";"1";"12.99";"24226683221890"
"No record found in object 'Orders' for lookup by column 'Items' = '43225810499274'.";"01t4T000000ypbMQAQ";"";"";"1";"12.99";"43225810499274"
"No record found in object 'Orders' for lookup by column 'Items' = '08232680824802'.";"01t4T000000ypayQAA";"";"";"1";"12.99";"08232680824802"
"No record found in object 'Orders' for lookup by column 'Items' = '58372155429922'.";"01t4T000000ypaQQAQ";"";"";"10";"12.99";"58372155429922"
"No record found in object 'Orders' for lookup by column 'Items' = '27681700083194'.";"01t4T000000ypaQQAQ";"";"";"1";"12.99";"27681700083194"
"No record found in object 'Orders' for lookup by column 'Items' = '35665408029562'.";"01t4T000000ypaQQAQ";"";"";"1";"12.99";"35665408029562"
"No record found in object 'Orders' for lookup by column 'Items' = '57925042183010'.";"01t4T000000ypaQQAQ";"";"";"1";"12.99";"57925042183010"
"No record found in object 'Orders' for lookup by column 'Items' = '24272062150306'.";"01t4T000000ypaQQAQ";"";"";"1";"12.99";"24272062150306"
"No record found in object 'Orders' for lookup by column 'Items' = '67748185980634'.";"01t4T000000ypaPQAQ";"";"";"1";"28.99";"67748185980634"
"No record found in object 'Orders' for lookup by column 'Items' = '14143910331754'.";"01t4T000000ypaQQAQ";"";"";"1";"12.99";"14143910331754"
"No record found in object 'Orders' for lookup by column 'Items' = '35645219781410'.";"01t4T000000ypaQQAQ";"";"";"2";"12.99";"35645219781410"
